"","siteid","lat","long","ecoreg","era","area","lev_doc","lev_no3","lev_tn","lev_tp","temp","precip","elev","forest","wetland","urban","ag","roads"
"2124","IAW02344-0099",42.537422,-94.33916,"9","Year2004",651.31,NA,NA,NA,NA,8.2,804,329,1.09,1.11,1.71,92.54,"2.64"
"2125","IAW02344-0099",42.537422,-94.33916,"9","Year2004",651.31,NA,NA,NA,NA,8.2,804,329,1.09,1.11,1.71,92.54,"2.64"
"2126","IAW02344-0100",42.979807,-91.672783,"8","Year2004",18.04,-0.293472924051156,13.8090972333998,3.65353412949098,0.0748134137583456,7.3,858,263,27.46,1.11,0.9,64.46,"2.14"
"2127","IAW02344-0100",42.979807,-91.672783,"8","Year2004",18.04,-0.293472924051156,13.8090972333998,3.65353412949098,0.0748134137583456,7.3,858,263,27.46,1.11,0.9,64.46,"2.14"
"2128","IAW02344-0100",42.979807,-91.672783,"8","Year2004",18.04,-0.293472924051156,13.8090972333998,3.65353412949098,0.0748134137583456,7.3,858,263,27.46,1.11,0.9,64.46,"2.14"
"2129","IAW02344-0100",42.97978705,-91.67293625,"8","Year2008",17.9477005,-0.000373271939615554,0.00137452776440254,0.00102989969569796,-0.000469339876877383,7.3,858,331.879,17.114,0,5.272,61.621,"1.033"
"2130","IAW02344-0100",42.97978705,-91.67293625,"8","Year2008",17.9477005,-0.000373271939615554,0.00137452776440254,0.00102989969569796,-0.000469339876877383,7.3,858,331.879,17.114,0,5.272,61.621,"1.033"
"2131","IAW02344-0100",42.97978705,-91.67293625,"8","Year2008",17.9477005,-0.000373271939615554,0.00137452776440254,0.00102989969569796,-0.000469339876877383,7.3,858,331.879,17.114,0,5.272,61.621,"1.033"
"2132","IAW02344-0100",42.97978705,-91.67293625,"8","Year2008",17.9477005,-0.000373271939615554,0.00137452776440254,0.00102989969569796,-0.000469339876877383,7.3,858,NA,NA,NA,NA,NA,NA
"2133","IAW02344-0100",42.97978705,-91.67293625,"8","Year2008",17.9477005,-0.000373271939615554,0.00137452776440254,0.00102989969569796,-0.000469339876877383,7.3,858,NA,NA,NA,NA,NA,NA
"2134","IAW02344-0100",42.97978705,-91.67293625,"8","Year2008",17.9477005,-0.000373271939615554,0.00137452776440254,0.00102989969569796,-0.000469339876877383,7.3,858,NA,NA,NA,NA,NA,NA
"2135","IAW02344-0102",42.993331,-92.379581,"9","Year2004",421.3,NA,NA,NA,NA,7.5,868,320,5.73,3.62,1.54,80.87,"2.5"
"2136","IAW02344-0103",43.079063,-96.40991,"9","Year2004",93.12,NA,NA,NA,NA,8.3,666,384,0.22,0.13,0.41,92.21,"2.61"
"2137","IAW02344-0104",42.446393,-95.541019,"9","Year2004",13.51,NA,NA,NA,NA,8.2,764,399,0.44,0.4,5.97,90.37,"4.33"
"2138","IAW02344-0105",41.367449,-95.688846,"9","Year2004",438.22,NA,NA,NA,NA,9.7,792,317,1.3,0.14,1.42,94.9,"2.98"
"2139","IAW02344-0106",40.828811,-95.204582,"9","Year2004",87.91,NA,NA,NA,NA,10.2,871,332,0.66,1.21,1,92.49,"2.71"
"2140","IAW02344-0106",40.828811,-95.204582,"9","Year2004",87.91,NA,NA,NA,NA,10.2,871,332,0.66,1.21,1,92.49,"2.71"
"2141","IAW02344-0106",40.828811,-95.204582,"9","Year2004",87.91,NA,NA,NA,NA,10.2,871,332,0.66,1.21,1,92.49,"2.71"
"2142","IAW02344-0106",40.82880459,-95.20484547,"9","Year2008",87.13710022,-0.00179993871914513,0.0127263391346115,0.00911237823615962,-0.00287094768303096,10.2,871,365.833,0.132,0.056,6.599,91.024,"1.318"
"2143","IAW02344-0106",40.82880459,-95.20484547,"9","Year2008",87.13710022,-0.00179993871914513,0.0127263391346115,0.00911237823615962,-0.00287094768303096,10.2,871,365.833,0.132,0.056,6.599,91.024,"1.318"
"2144","IAW02344-0106",40.82880459,-95.20484547,"9","Year2008",87.13710022,-0.00179993871914513,0.0127263391346115,0.00911237823615962,-0.00287094768303096,10.2,871,365.833,0.132,0.056,6.599,91.024,"1.318"
"2145","IAW02344-0106",40.82880459,-95.20484547,"9","Year2008",87.13710022,-0.00179993871914513,0.0127263391346115,0.00911237823615962,-0.00287094768303096,10.2,871,NA,NA,NA,NA,NA,NA
"2146","IAW02344-0106",40.82880459,-95.20484547,"9","Year2008",87.13710022,-0.00179993871914513,0.0127263391346115,0.00911237823615962,-0.00287094768303096,10.2,871,NA,NA,NA,NA,NA,NA
"2147","IAW02344-0106",40.82880459,-95.20484547,"9","Year2008",87.13710022,-0.00179993871914513,0.0127263391346115,0.00911237823615962,-0.00287094768303096,10.2,871,NA,NA,NA,NA,NA,NA
"2148","IAW02344-0108",41.772331,-90.441038,"9","Year2004",233.08,NA,NA,NA,NA,9.5,885,181,5.78,1.12,1.56,89.08,"2.23"
"2149","IAW02344-0109",42.315165,-92.194157,"9","Year2004",848.96,NA,NA,NA,NA,8.4,870,247,2.12,0.72,1.84,90.24,"2.62"
"2150","IAW02344-0109",42.315165,-92.194157,"9","Year2004",848.96,NA,NA,NA,NA,8.4,870,247,2.12,0.72,1.84,90.24,"2.62"
"2151","IAW02344-0109",42.31515607,-92.19434011,"9","Year2008",847.6110229,-0.0350171831525269,0.25274084489058,0.148830603409784,-0.060650133054365,8.4,870,299.947,1.472,0.958,6.817,88.615,"1.215"
"2152","IAW02344-0109",42.31515607,-92.19434011,"9","Year2008",847.6110229,-0.0350171831525269,0.25274084489058,0.148830603409784,-0.060650133054365,8.4,870,299.947,1.472,0.958,6.817,88.615,"1.215"
"2153","IAW02344-0110",42.06933973,-95.9195375,"9","Year2008",1879.01001,-0.0655815673762235,0.843865304913238,0.570962013463637,-0.0347269460563461,9.5,741,410.318,1.579,0.47,6.334,88.744,"1.263"
"2154","IAW02344-0110",42.06933973,-95.9195375,"9","Year2008",1879.01001,-0.0655815673762235,0.843865304913238,0.570962013463637,-0.0347269460563461,9.5,741,410.318,1.579,0.47,6.334,88.744,"1.263"
"2155","IAW02344-0110",42.069351,-95.91925,"9","Year2004",1876.48,NA,NA,NA,NA,9.5,741,322,1.44,0.28,1.03,93.99,"2.67"
"2156","IAW02344-0110",42.069351,-95.91925,"9","Year2004",1876.48,NA,NA,NA,NA,9.5,741,322,1.44,0.28,1.03,93.99,"2.67"
"2157","IAW02344-0111",42.41056828,-94.98608641,"9","Year2008",937.0910034,-0.0131271105766248,0.51333899516468,0.343138633993678,-0.0125124888944577,8.1,797,403.626,0.404,1.231,7.56,87.603,"1.357"
"2158","IAW02344-0111",42.41056828,-94.98608641,"9","Year2008",937.0910034,-0.0131271105766248,0.51333899516468,0.343138633993678,-0.0125124888944577,8.1,797,403.626,0.404,1.231,7.56,87.603,"1.357"
"2159","IAW02344-0111",42.410587,-94.98582,"9","Year2004",942.91,NA,NA,NA,NA,8.1,797,358,0.95,0.55,2.47,92.51,"2.78"
"2160","IAW02344-0111",42.410587,-94.98582,"9","Year2004",942.91,NA,NA,NA,NA,8.1,797,358,0.95,0.55,2.47,92.51,"2.78"
"2161","IAW02344-0112",42.993593,-95.078212,"9","Year2004",64.54,NA,NA,NA,NA,7.8,756,387,0.57,0.21,1.66,93.68,"2.69"
"2162","IAW02344-0112",42.993593,-95.078212,"9","Year2004",64.54,NA,NA,NA,NA,7.8,756,387,0.57,0.21,1.66,93.68,"2.69"
"2163","IAW02344-0112",42.9935657,-95.07848105,"9","Year2008",63.56169891,0.0010564012349535,-0.00181187667767084,-0.00157877637692975,-0.00465062197199094,7.8,756,417.253,0.034,0.082,6.136,92.46,"1.248"
"2164","IAW02344-0112",42.9935657,-95.07848105,"9","Year2008",63.56169891,0.0010564012349535,-0.00181187667767084,-0.00157877637692975,-0.00465062197199094,7.8,756,417.253,0.034,0.082,6.136,92.46,"1.248"
"2165","IAW02344-0113",42.651073,-95.997976,"9","Year2004",101.29,NA,NA,NA,NA,8.5,717,381,0.25,0.09,0.43,96.75,"2.43"
"2166","IAW02344-0114",40.666649,-94.26257,"9","Year2004",22.61,NA,NA,NA,NA,10.3,884,324,4.94,1.38,7.67,80.19,"4.88"
"2167","IAW02344-0115",40.871349,-94.910048,"9","Year2004",657.87,NA,NA,NA,NA,9.8,878,311,3.09,2.12,1.52,85.7,"2.65"
"2168","IAW02344-0115",40.871349,-94.910048,"9","Year2004",657.87,NA,NA,NA,NA,9.8,878,311,3.09,2.12,1.52,85.7,"2.65"
"2169","IAW02344-0115",40.87133759,-94.91030404,"9","Year2008",660.992981,0.00769003455506911,-0.0101305021873054,-0.00394828898601405,-0.0262664977938576,9.8,878,375.661,5.178,0.856,5.086,86.738,"1.268"
"2170","IAW02344-0115",40.87133759,-94.91030404,"9","Year2008",660.992981,0.00769003455506911,-0.0101305021873054,-0.00394828898601405,-0.0262664977938576,9.8,878,375.661,5.178,0.856,5.086,86.738,"1.268"
"2171","IAW02344-0117",41.55118061,-91.54618551,"8","Year2008",637.1740112,-0.0121507521423435,0.0740029403639954,0.0479718249380241,-0.00538142578447355,10,903,238.623,2.729,1.432,7.232,76.97,"1.313"
"2172","IAW02344-0117",41.55118061,-91.54618551,"8","Year2008",637.1740112,-0.0121507521423435,0.0740029403639954,0.0479718249380241,-0.00538142578447355,10,903,238.623,2.729,1.432,7.232,76.97,"1.313"
"2173","IAW02344-0117",41.551162,-91.54602,"8","Year2004",643.87,0.44383106187948,865.349397740158,244.569687121378,133.127726782456,10,903,189,4.34,0.95,2.39,86.88,"2.72"
"2174","IAW02344-0117",41.551162,-91.54602,"8","Year2004",643.87,0.44383106187948,865.349397740158,244.569687121378,133.127726782456,10,903,189,4.34,0.95,2.39,86.88,"2.72"
"2175","IAW02344-0118",42.049414,-90.92558,"9","Year2004",130.96,NA,NA,NA,NA,8.5,894,232,7.3,0.18,2.61,86.82,"2.22"
"2176","IAW02344-0119",41.922856,-95.840388,"9","Year2004",801.13,NA,NA,NA,NA,9.5,756,329,1.52,0.23,0.71,94.89,"2.68"
"2177","IAW02344-0120",42.549931,-95.224388,"9","Year2004",51.99,NA,NA,NA,NA,7.8,782,411,0.4,0.11,1.17,93.59,"2.59"
"2178","IAW02344-0121",43.433471,-93.797331,"9","Year2004",38.77,NA,NA,NA,NA,7.2,790,370,0.57,2.19,0.96,92.83,"2.72"
"2179","IAW02344-0122",42.814675,-96.16457,"9","Year2004",839.34,NA,NA,NA,NA,8.4,697,366,0.47,0.32,1.62,94.41,"2.98"
"2180","IAW02344-0123",40.67346652,-95.31217703,"9","Year2008",177.6239929,0.00185562266533127,0.0156066859288265,0.0148997412401632,0.000338187852482822,10.2,871,352.062,0.711,0.229,6.081,86.992,"1.211"
"2181","IAW02344-0123",40.67346652,-95.31217703,"9","Year2008",177.6239929,0.00185562266533127,0.0156066859288265,0.0148997412401632,0.000338187852482822,10.2,871,352.062,0.711,0.229,6.081,86.992,"1.211"
"2182","IAW02344-0123",40.67347,-95.311915,"9","Year2004",181.53,NA,NA,NA,NA,10.2,871,301,1.27,1.22,0.97,90.41,"2.46"
"2183","IAW02344-0123",40.67347,-95.311915,"9","Year2004",181.53,NA,NA,NA,NA,10.2,871,301,1.27,1.22,0.97,90.41,"2.46"
"2184","IAW02344-0125",41.477807,-91.020575,"9","Year2004",9.63,NA,NA,NA,NA,10.1,907,189,11.46,0.15,1.3,84.09,"1.68"
"2185","IAW02344-0128",41.972987,-95.0169,"9","Year2004",42.87,NA,NA,NA,NA,8.6,815,412,0.39,0.08,0.27,98.43,"2.62"
"2186","IAW02344-0130",42.65657,-96.36816,"9","Year2004",67.46,NA,NA,NA,NA,8.8,688,384,0.42,0.42,0.13,91.66,"2.42"
"2187","IAW02344-0132",42.826805,-93.836982,"9","Year2004",145.91,NA,NA,NA,NA,7.9,803,342,0.35,0.21,1.99,95.12,"2.79"
"2188","IAW02344-0133",42.756847,-91.563138,"8","Year2004",22.2,-0.486630805045178,22.096643221681,6.09917504219217,0.223587126642379,7.5,863,272,34.8,0.88,0.47,57.23,"1.96"
"2189","IAW02344-0134",40.85884,-92.495502,"9","Year2004",366.28,NA,NA,NA,NA,10.5,905,213,35.34,3.37,1.39,56.43,"2.04"
"2190","IAW02344-0135",43.135349,-93.30084,"9","Year2004",138.71,NA,NA,NA,NA,7.4,826,354,3.2,3.13,8.42,76.12,"4.04"
"2191","IAW02344-0139",42.767949,-92.355718,"9","Year2004",32.64,NA,NA,NA,NA,7.7,872,301,2.63,0.8,0.85,92.38,"2.39"
"2192","IAW02344-0139",42.767949,-92.355718,"9","Year2004",32.64,NA,NA,NA,NA,7.7,872,301,2.63,0.8,0.85,92.38,"2.39"
"2193","IAW02344-0139",42.76793004,-92.3558993,"9","Year2008",31.57640076,-0.000607271651179235,0.00323263694086397,0.00213989075778195,-0.00208258031189109,7.7,872,317.985,1.848,0.122,7.325,89.072,"1.209"
"2194","IAW02344-0139",42.76793004,-92.3558993,"9","Year2008",31.57640076,-0.000607271651179235,0.00323263694086397,0.00213989075778195,-0.00208258031189109,7.7,872,317.985,1.848,0.122,7.325,89.072,"1.209"
"2195","IAW02344-0232",42.21851513,-92.74238821,"9","Year2008",54.9762001,-0.00266281043045585,0.0283535501912912,0.0181959827792541,-0.00380847023681066,8,862,320.636,0.146,0,5.26,93.212,"1.133"
"2196","IAW02344-0232",42.21851513,-92.74238821,"9","Year2008",54.9762001,-0.00266281043045585,0.0283535501912912,0.0181959827792541,-0.00380847023681066,8,862,320.636,0.146,0,5.26,93.212,"1.133"
"2197","IAW02344-0232",42.218529,-92.742188,"9","Year2004",54.3,NA,NA,NA,NA,8,862,293,0.53,0.19,0.84,94.32,"2.42"
"2198","IAW02344-0232",42.218529,-92.742188,"9","Year2004",54.3,NA,NA,NA,NA,8,862,293,0.53,0.19,0.84,94.32,"2.42"
"2199","IAW02344-0250",42.868822,-94.735492,"9","Year2004",135.87,NA,NA,NA,NA,7.8,769,373,0.57,2.53,1.31,92.13,"2.61"
"2200","IAW02344-0253",43.13852294,-91.60842526,"8","Year2008",92.3792038,-0.00134546636895385,0.0146388738297973,0.010276013483127,-0.00106913928891924,7.6,825,360.153,6.478,0.028,5.727,80.566,"1.143"
"2201","IAW02344-0253",43.13852294,-91.60842526,"8","Year2008",92.3792038,-0.00134546636895385,0.0146388738297973,0.010276013483127,-0.00106913928891924,7.6,825,360.153,6.478,0.028,5.727,80.566,"1.143"
"2202","IAW02344-0253",43.138545,-91.608278,"8","Year2004",92.12,-0.317499785828955,147.483589403107,40.3559300571984,5.1301100529725,7.6,825,306,15.16,0.67,1.39,77.38,"2.38"
"2203","IAW02344-0253",43.138545,-91.608278,"8","Year2004",92.12,-0.317499785828955,147.483589403107,40.3559300571984,5.1301100529725,7.6,825,306,15.16,0.67,1.39,77.38,"2.38"
"2204","IAW02344-0261",42.560807,-90.94016,"8","Year2004",34.81,-0.369525358637584,44.8299542078997,12.6855362349213,1.13425737496865,8.1,866,259,20.46,0.05,1.34,76,"2.43"
"2205","IAW02344-0261",42.560807,-90.94016,"8","Year2004",34.81,-0.369525358637584,44.8299542078997,12.6855362349213,1.13425737496865,8.1,866,259,20.46,0.05,1.34,76,"2.43"
"2206","IAW02344-0261",42.56080476,-90.94028977,"8","Year2008",34.90359879,-0.000874546428119216,0.00835372488615365,0.00583771493884679,-0.000646706653393299,8.1,866,337.769,16.142,0,5.986,65.793,"1.09"
"2207","IAW02344-0261",42.56080476,-90.94028977,"8","Year2008",34.90359879,-0.000874546428119216,0.00835372488615365,0.00583771493884679,-0.000646706653393299,8.1,866,337.769,16.142,0,5.986,65.793,"1.09"
"2208","NEWS04-0101",47.11112,-69.014956,"5","Year2004",10.7,-0.0388368919500802,-0.18200033678567,-0.555334360961403,-1.37511365571395,2.8,984,243,98.29,1.26,0,0,"0"
"2209","NEWS04-0101",47.11112,-69.014956,"5","Year2004",10.7,-0.0388368919500802,-0.18200033678567,-0.555334360961403,-1.37511365571395,2.8,984,243,98.29,1.26,0,0,"0"
"2210","NEWS04-0101",47.11115563,-69.01443914,"5","Year2008",10.8902998,-0.00806146686419093,-0.0105744162111134,-0.00992562121922077,-0.011527367895388,2.8,984,337.172,94.912,1.355,0,0,"0.875"
"2211","NEWS04-0101",47.11115563,-69.01443914,"5","Year2008",10.8902998,-0.00806146686419093,-0.0105744162111134,-0.00992562121922077,-0.011527367895388,2.8,984,337.172,94.912,1.355,0,0,"0.875"
"2212","NEWS04-0108",47.16990604,-68.90735581,"5","Year2008",24.90180016,-0.0343207134355254,0.0903443226496495,-0.0296103138890809,-0.0390239613337436,2.5,1000,343.133,90.608,0.995,0.868,2.825,"0.805"
"2213","NEWS04-0108",47.16990604,-68.90735581,"5","Year2008",24.90180016,-0.0343207134355254,0.0903443226496495,-0.0296103138890809,-0.0390239613337436,2.5,1000,343.133,90.608,0.995,0.868,2.825,"0.805"
"2214","NEWS04-0108",47.16990604,-68.90735581,"5","Year2008",24.90180016,-0.0343207134355254,0.0903443226496495,-0.0296103138890809,-0.0390239613337436,2.5,1000,343.133,90.608,0.995,0.868,2.825,"0.805"
"2215","NEWS04-0108",47.16987,-68.90787,"5","Year2004",24.82,-2.27469853921262,25.5414510019374,0.168688681830977,-1.19615610752875,2.5,1000,171,93.99,2.93,0.15,2.26,"0.17"
"2216","NEWS04-0108",47.16987,-68.90787,"5","Year2004",24.82,-2.27469853921262,25.5414510019374,0.168688681830977,-1.19615610752875,2.5,1000,171,93.99,2.93,0.15,2.26,"0.17"
"2217","NEWS04-0108",47.16987,-68.90787,"5","Year2004",24.82,-2.27469853921262,25.5414510019374,0.168688681830977,-1.19615610752875,2.5,1000,171,93.99,2.93,0.15,2.26,"0.17"
"2218","NEWS04-0108",47.16990604,-68.90735581,"5","Year2008",24.90180016,-0.0343207134355254,0.0903443226496495,-0.0296103138890809,-0.0390239613337436,2.5,1000,NA,NA,NA,NA,NA,NA
"2219","NEWS04-0108",47.16990604,-68.90735581,"5","Year2008",24.90180016,-0.0343207134355254,0.0903443226496495,-0.0296103138890809,-0.0390239613337436,2.5,1000,NA,NA,NA,NA,NA,NA
"2220","NEWS04-0108",47.16990604,-68.90735581,"5","Year2008",24.90180016,-0.0343207134355254,0.0903443226496495,-0.0296103138890809,-0.0390239613337436,2.5,1000,NA,NA,NA,NA,NA,NA
"2221","NEWS04-0203",46.9965,-68.02482,"8","Year2004",62.4,1.49686742276008,-0.477653917607622,-1.71523486788478,-2.5877810523951,3.7,951,174,88.14,6.85,0.39,4.53,"0.26"
"2222","NEWS04-0305",46.8218,-69.717,"5","Year2004",167.88,31.4825638688416,29.9831096883712,17.3223541728298,-10.7875738561336,3.1,978,277,84.04,2.27,0.02,0.1,"0.05"
"2223","NEWS04-0401",46.435407,-69.438582,"5","Year2004",37.08,2.99454214631539,-0.630707709160059,0.778950974133578,-1.7870051759535,3.2,983,309,79.5,0.3,0,0.01,"0"
"2224","NEWS04-0401",46.435407,-69.438582,"5","Year2004",37.08,2.99454214631539,-0.630707709160059,0.778950974133578,-1.7870051759535,3.2,983,309,79.5,0.3,0,0.01,"0"
"2225","NEWS04-0401",46.43544151,-69.43808234,"5","Year2008",37.08129883,0.0131937986752906,0.00340472500622245,-0.0114751190479823,-0.0276341546102571,3.2,983,393.472,57.39,5.639,0,0,"0.26"
"2226","NEWS04-0401",46.43544151,-69.43808234,"5","Year2008",37.08129883,0.0131937986752906,0.00340472500622245,-0.0114751190479823,-0.0276341546102571,3.2,983,393.472,57.39,5.639,0,0,"0.26"
"2227","NEWS04-0502",46.63766,-67.79674,"8","Year2004",28.34,0.976763344593202,-0.236655804632867,-0.662812298735305,-1.10812481493633,4,986,152,56.48,3.64,1.17,38.53,"0.61"
"2228","NEWS04-0502",46.63766,-67.79674,"8","Year2004",28.34,0.976763344593202,-0.236655804632867,-0.662812298735305,-1.10812481493633,4,986,152,56.48,3.64,1.17,38.53,"0.61"
"2229","NEWS04-0502",46.63770296,-67.79620541,"8","Year2008",37.63949966,-0.000494777650613988,-0.000925228286143981,-0.000773945157920109,-0.000993518210680987,4,986,220.393,32.046,6.808,3.329,26.872,"0.831"
"2230","NEWS04-0502",46.63770296,-67.79620541,"8","Year2008",37.63949966,-0.000494777650613988,-0.000925228286143981,-0.000773945157920109,-0.000993518210680987,4,986,220.393,32.046,6.808,3.329,26.872,"0.831"
"2231","NEWS04-0602",45.69043623,-70.0993017,"5","Year2008",39.79550171,-0.0107417139383785,-0.0336938286294028,-0.0160264374071129,-0.0426060602122273,3.1,997,492.316,70.209,6.836,0,0,"0.683"
"2232","NEWS04-0602",45.69043623,-70.0993017,"5","Year2008",39.79550171,-0.0107417139383785,-0.0336938286294028,-0.0160264374071129,-0.0426060602122273,3.1,997,492.316,70.209,6.836,0,0,"0.683"
"2233","NEWS04-0602",45.690392,-70.099792,"5","Year2004",39.22,1.98108679658192,-1.33421555303439,1.23585991931711,-3.15023116688675,3.1,997,409,84.97,1.11,0,0.0046,"0"
"2234","NEWS04-0602",45.690392,-70.099792,"5","Year2004",39.22,1.98108679658192,-1.33421555303439,1.23585991931711,-3.15023116688675,3.1,997,409,84.97,1.11,0,0.0046,"0"
"2235","NEWS04-0703",45.94507318,-69.84798955,"5","Year2008",10.8980999,-0.0124462817818835,0.0436385330746615,-0.0085698673700828,-0.00804571897117617,3.2,993,NA,NA,NA,NA,NA,NA
"2236","NEWS04-0703",45.94507318,-69.84798955,"5","Year2008",10.8980999,-0.0124462817818835,0.0436385330746615,-0.0085698673700828,-0.00804571897117617,3.2,993,NA,NA,NA,NA,NA,NA
"2237","NEWS04-0703",45.94507318,-69.84798955,"5","Year2008",10.8980999,-0.0124462817818835,0.0436385330746615,-0.0085698673700828,-0.00804571897117617,3.2,993,NA,NA,NA,NA,NA,NA
"2238","NEWS04-0703",45.945036,-69.848482,"5","Year2004",10.71,-0.686759656623801,9.38177717375589,0.271309380553807,-1.20434895758031,3.2,993,340,96.62,1.22,0,0.0084,"0"
"2239","NEWS04-0703",45.945036,-69.848482,"5","Year2004",10.71,-0.686759656623801,9.38177717375589,0.271309380553807,-1.20434895758031,3.2,993,340,96.62,1.22,0,0.0084,"0"
"2240","NEWS04-0703",45.945036,-69.848482,"5","Year2004",10.71,-0.686759656623801,9.38177717375589,0.271309380553807,-1.20434895758031,3.2,993,340,96.62,1.22,0,0.0084,"0"
"2241","NEWS04-0703",45.94507318,-69.84798955,"5","Year2008",10.8980999,-0.0124462817818835,0.0436385330746615,-0.0085698673700828,-0.00804571897117617,3.2,993,443.07,90.066,3.088,0.083,0,"0"
"2242","NEWS04-0703",45.94507318,-69.84798955,"5","Year2008",10.8980999,-0.0124462817818835,0.0436385330746615,-0.0085698673700828,-0.00804571897117617,3.2,993,443.07,90.066,3.088,0.083,0,"0"
"2243","NEWS04-0703",45.94507318,-69.84798955,"5","Year2008",10.8980999,-0.0124462817818835,0.0436385330746615,-0.0085698673700828,-0.00804571897117617,3.2,993,443.07,90.066,3.088,0.083,0,"0"
"2244","NEWS04-0806",45.88455729,-67.86175972,"8","Year2008",6.875999928,-8.40209683706641e-05,-0.000205457846640089,-0.000175333305871163,-0.000188400596632456,4.5,1030,192.107,85.968,7.448,1.623,1.636,"0.671"
"2245","NEWS04-0806",45.88455729,-67.86175972,"8","Year2008",6.875999928,-8.40209683706641e-05,-0.000205457846640089,-0.000175333305871163,-0.000188400596632456,4.5,1030,192.107,85.968,7.448,1.623,1.636,"0.671"
"2246","NEWS04-0806",45.8845,-67.8623,"8","Year2004",4.48,0.188376772625568,-0.176661433396448,-0.0471708224423071,0.313187860700125,4.5,1030,158,97.65,1.26,0,1.08,"0.47"
"2247","NEWS04-0806",45.8845,-67.8623,"8","Year2004",4.48,0.188376772625568,-0.176661433396448,-0.0471708224423071,0.313187860700125,4.5,1030,158,97.65,1.26,0,1.08,"0.47"
"2248","NEWS04-0905",44.7831,-72.8594,"5","Year2004",92.72,-2.01922801211856,52.0446121947029,9.79627607161366,20.85289175478,5.8,1001,124,77.12,2.03,1.44,18.41,"0.94"
"2249","NEWS04-0905",44.7831,-72.8594,"5","Year2004",92.72,-2.01922801211856,52.0446121947029,9.79627607161366,20.85289175478,5.8,1001,124,77.12,2.03,1.44,18.41,"0.94"
"2250","NEWS04-0905",44.7831,-72.8594,"5","Year2004",92.72,-2.01922801211856,52.0446121947029,9.79627607161366,20.85289175478,5.8,1001,124,77.12,2.03,1.44,18.41,"0.94"
"2251","NEWS04-0905",44.78309,-72.85946,"5","Year2004",92.72,-2.01922801211856,52.0446121947029,9.79627607161366,20.85289175478,5.8,1001,124,77.12,2.03,1.44,18.41,"0.94"
"2252","NEWS04-0905",44.78309,-72.85946,"5","Year2004",92.72,-2.01922801211856,52.0446121947029,9.79627607161366,20.85289175478,5.8,1001,124,77.12,2.03,1.44,18.41,"0.94"
"2253","NEWS04-0905",44.78309,-72.85946,"5","Year2004",92.72,-2.01922801211856,52.0446121947029,9.79627607161366,20.85289175478,5.8,1001,124,77.12,2.03,1.44,18.41,"0.94"
"2254","NEWS04-0905",44.78314819,-72.85897839,"5","Year2008",93.30639648,-0.100932901083804,0.925939121425468,0.0276878261435302,0.107617570832608,5.8,1001,249.673,79.41,2.39,3.297,13.107,"0.842"
"2255","NEWS04-0905",44.78314819,-72.85897839,"5","Year2008",93.30639648,-0.100932901083804,0.925939121425468,0.0276878261435302,0.107617570832608,5.8,1001,249.673,79.41,2.39,3.297,13.107,"0.842"
"2256","NEWS04-0905",44.78314819,-72.85897839,"5","Year2008",93.30639648,-0.100932901083804,0.925939121425468,0.0276878261435302,0.107617570832608,5.8,1001,249.673,79.41,2.39,3.297,13.107,"0.842"
"2257","NEWS04-1001",44.8061487,-72.13634495,"5","Year2008",90.86370087,-0.137309481447203,0.367678659601226,-0.0843556038371518,-0.133965929646918,4.1,1121,481.273,70.441,3.555,4.152,10.556,"1.117"
"2258","NEWS04-1001",44.8061487,-72.13634495,"5","Year2008",90.86370087,-0.137309481447203,0.367678659601226,-0.0843556038371518,-0.133965929646918,4.1,1121,481.273,70.441,3.555,4.152,10.556,"1.117"
"2259","NEWS04-1001",44.8061,-72.1368,"5","Year2004",82.39,6.778332208354,11.2112207459973,7.17769661542613,10.5883751489974,4.1,1121,326,78.05,3.82,2.33,15,"0.96"
"2260","NEWS04-1001",44.8061,-72.1368,"5","Year2004",82.39,6.778332208354,11.2112207459973,7.17769661542613,10.5883751489974,4.1,1121,326,78.05,3.82,2.33,15,"0.96"
"2261","NEWS04-1105",45.37608,-70.75558,"5","Year2004",47.93,2.11660456191925,-4.07629726268092,1.45109214521932,-6.15973808582894,3.2,1017,407,97.83,1.45,0.0019,0.18,"0.5"
"2262","NEWS04-1106",45.02828,-71.28039,"5","Year2004",33.02,1.73782387820364,8.42474456167685,1.14250097189692,-3.71312815866498,3,1110,432,97.48,2.41,0,0.04,"0.87"
"2263","NEWS04-1202",45.1809,-70.01658,"5","Year2004",27.07,0.196507414035265,6.67643571901189,0.602118871210622,-2.60918177524603,3.7,1040,250,92.63,1.67,0.01,0,"0.34"
"2264","NEWS04-1302",45.29801,-68.8517,"8","Year2004",87.9,2.26610474581254,-3.73125370166129,-3.12464302338211,-3.80151434956585,5.2,1056,95,92.81,4.23,0.1,1.24,"0.26"
"2265","NEWS04-1303",44.96026,-68.99748,"8","Year2004",245.13,15.8834127551534,-4.66256749975662,-5.23056903545699,-10.020524516204,6.1,1062,46,76.28,5.24,0.39,17.67,"1"
"2266","NEWS04-1303",44.96026,-68.99748,"8","Year2004",245.13,15.8834127551534,-4.66256749975662,-5.23056903545699,-10.020524516204,6.1,1062,46,76.28,5.24,0.39,17.67,"1"
"2267","NEWS04-1303",44.96026,-68.99748,"8","Year2004",245.13,15.8834127551534,-4.66256749975662,-5.23056903545699,-10.020524516204,6.1,1062,46,76.28,5.24,0.39,17.67,"1"
