"","siteid","lat","long","ecoreg","era","area","doc","no3","tn","tp","temp","precip","elev","forest","wetland","ag","urban"
"2712","NLA06608-0229",43.95295544,-74.449008,"5","Year2007",1013.02776,4.23,0.005,0.219,4,4.2,1147,495.93,74.3,14.6,0,0.8
"2713","NLA06608-0229",44.03842234,-74.36720503,"5","Year2012",1015.140555,5.07,0.135,0.396,16,4.4,1094,495.93,74.044046,14.710578,0.008954,0.860937
"2714","NLA06608-0234",43.21860654,-85.46809659,"8","Year2012",4.8762,6.2,0,0.604,15,8,875,224.37,44.795128,1.919528,28.460686,18.678479
"2715","NLA06608-0234",43.21855689,-85.46799659,"8","Year2007",5.512398441,6.21,0.005,0.584,14,8,875,224.37,38.6,2,34.6,18.3
"2716","NLA06608-0234",43.21860654,-85.46809659,"8","Year2012",4.8762,6.14,0.002,0.789,17,8,875,224.37,44.795128,1.919528,28.460686,18.678479
"2717","NLA06608-0235",41.3210911,-85.75191291,"8","Year2012",294.7963057,6.64,0.003,0.63,21,9.3,985,250.67,15.150229,5.154382,64.508221,8.388539
"2718","NLA06608-0235",41.3229061,-85.75477789,"8","Year2007",296.9051508,7.8,0.322,0.626,8,9.3,985,250.67,15.1,5.1,64.5,8.6
"2719","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,6.25,0.005,0.588,25,9.8,243,1574.3,1.5,0.3,0.3,0
"2720","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,6.25,0.005,0.588,25,9.8,243,1574.3,1.5,0.3,0.3,0
"2721","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,6.25,0.005,0.588,25,9.8,243,1574.3,1.5,0.3,0.3,0
"2722","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,6.25,0.005,0.588,25,9.8,243,1574.3,1.5,0.3,0.3,0
"2723","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,5.58,0.005,0.678,23,9.8,243,1574.3,1.5,0.3,0.3,0
"2724","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,5.58,0.005,0.678,23,9.8,243,1574.3,1.5,0.3,0.3,0
"2725","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,5.58,0.005,0.678,23,9.8,243,1574.3,1.5,0.3,0.3,0
"2726","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,5.58,0.005,0.678,23,9.8,243,1574.3,1.5,0.3,0.3,0
"2727","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,6.25,0.005,0.588,25,9.8,243,1574.3,1.5,0.3,0.3,0
"2728","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,6.25,0.005,0.588,25,9.8,243,1574.3,1.5,0.3,0.3,0
"2729","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,6.25,0.005,0.588,25,9.8,243,1574.3,1.5,0.3,0.3,0
"2730","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,6.25,0.005,0.588,25,9.8,243,1574.3,1.5,0.3,0.3,0
"2731","NLA06608-0237",38.39816173,-115.117053,"10","Year2012",558.1430807,5.24,0,0.463,27,9.8,243,1574.3,7.340494,0.186407,0.26284,0
"2732","NLA06608-0237",38.39816173,-115.117053,"10","Year2012",558.1430807,5.24,0,0.463,27,9.8,243,1574.3,7.340494,0.186407,0.26284,0
"2733","NLA06608-0237",38.39816173,-115.117053,"10","Year2012",558.1430807,5.24,0,0.463,27,9.8,243,1574.3,7.340494,0.186407,0.26284,0
"2734","NLA06608-0237",38.39816173,-115.117053,"10","Year2012",558.1430807,5.24,0,0.463,27,9.8,243,1574.3,7.340494,0.186407,0.26284,0
"2735","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,5.58,0.005,0.678,23,9.8,243,1574.3,1.5,0.3,0.3,0
"2736","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,5.58,0.005,0.678,23,9.8,243,1574.3,1.5,0.3,0.3,0
"2737","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,5.58,0.005,0.678,23,9.8,243,1574.3,1.5,0.3,0.3,0
"2738","NLA06608-0237",38.38849036,-115.1177953,"10","Year2007",450.3431012,5.58,0.005,0.678,23,9.8,243,1574.3,1.5,0.3,0.3,0
"2739","NLA06608-0238",46.57881675,-94.17531685,"5","Year2007",83.04795387,3.17,0.005,0.265,7,4.5,694,367.79,26.4,16.3,1.3,3.7
"2740","NLA06608-0239",35.01895093,-85.55980719,"8","Year2007",58589.12593,2.07,0.14,0.383,36,14.5,1445,193.18,65.5,0.3,18.2,9.1
"2741","NLA06608-0240",48.47756954,-107.5902123,"9","Year2007",88.49051562,5.02,0.005,0.396,14,5.2,293,677.97,0,0.9,3.1,0.5
"2742","NLA06608-0240",48.49534907,-107.5492524,"9","Year2012",92.06489737,6.09,0,0.574,43,5.2,293,677.97,0,0.894516,3.042331,0.71659
"2743","NLA06608-0241",42.29154287,-111.7292621,"10","Year2007",11329.02657,3.18,0.224,0.774,80,6,408,1487,20.9,3.1,9.9,1.3
"2744","NLA06608-0242",41.56832304,-71.91051169,"8","Year2007",134.5504184,4.74,0.005,0.3,20,9.4,1231,47.73,62.1,17.3,8.2,6.2
"2745","NLA06608-0243",44.64709591,-100.7008666,"9","Year2012",604527.3502,3.7,0.02,0.275,29,8,434,490.37,10.398646,1.621386,16.381092,1.398479
"2746","NLA06608-0243",44.73647289,-100.7421974,"9","Year2007",615207.043,3.31,0.005,0.203,7,8,426,490.37,10.2,1.6,16.3,1.3
"2747","NLA06608-0243",44.64709591,-100.7008666,"9","Year2012",604527.3502,3.86,0.037,0.348,27,8,434,490.37,10.398646,1.621386,16.381092,1.398479
"2748","NLA06608-0244",33.73938795,-99.23199838,"9","Year2007",5271.525555,4.66,0.005,0.436,15,17.2,665,360.62,5.7,0,9.6,1.5
"2749","NLA06608-0245",38.36396781,-122.1300516,"11","Year2007",42.40622455,3.75,0.005,0.329,11,15.1,717,118.31,45.7,0.8,0,0.9
"2750","NLA06608-0247",43.53474213,-96.96004,"9","Year2007",15.9856747,12.69,0.005,1.625,202,7.3,623,473.98,0.8,5.1,75.2,5.8
"2751","NLA06608-0253",32.47736836,-81.83068716,"8","Year2007",2.621110891,13.05,0.005,0.968,127,18.6,1210,62.25,11.1,20,45.9,6.9
"2752","NLA06608-0254",47.96678307,-99.09494995,"9","Year2007",18.63013823,16.3,0.005,2.816,175,3.9,445,441.38,3.8,7.2,56.8,3.7
"2753","NLA06608-0255",35.94835771,-85.31930179,"8","Year2007",0.96269794,4.19,0.005,0.276,4,12.8,1482,565.35,18.5,0,15.1,32.3
"2754","NLA06608-0257",48.54139505,-115.2253416,"6","Year2007",23307.11322,1.67,0.005,0.079,1,4.7,625,750,10.6,0,0.1,0
"2755","NLA06608-0259",46.37421211,-98.99123974,"9","Year2007",158.5758809,21.94,0.979,3.172,613,4.9,476,593.82,0.4,3.9,52.4,4.6
"2756","NLA06608-0260",36.67343618,-106.6907196,"6","Year2007",179.0318571,2.44,0.005,0.136,8,5.2,485,2181,22.1,0.4,0.6,0.3
"2757","NLA06608-0268",35.50848975,-96.32121976,"9","Year2007",52.79355878,7.21,0.005,0.464,20,15.8,988,236.95,41.2,0,20.9,4.8
"2758","NLA06608-0268",35.52319529,-96.31116548,"9","Year2012",52.90430295,5.61,0.05,0.56,5,15.8,988,236.95,41.199088,0,21.03338,4.889584
"2759","NLA06608-0271",40.49553571,-83.89988027,"8","Year2012",270.5914703,6.16,0.002,1.36,138,9.9,921,303.7,8.883086,0.910028,72.41377,8.747047
"2760","NLA06608-0271",40.47787067,-83.87906608,"8","Year2007",338.291613,5.59,0.005,0.857,99,9.9,921,303.7,9.7,0.7,71.3,10.7
"2761","NLA06608-0275",46.27199075,-99.38087643,"9","Year2007",144.915395,26.13,0.209,3.084,331,4.6,451,599.68,0.1,1.2,29.7,3.4
"2762","NLA06608-0276",38.77637097,-105.0043919,"6","Year2007",2.844291058,2.02,0.018,0.254,7,0.4,603,3323.93,48,0,0,0
"2763","NLA06608-0277",42.67704536,-113.4072962,"10","Year2012",42378.91211,1.88,0.002,0.23,41,8,268,1278.65,29.511163,2.64897,16.92955,2.024139
"2764","NLA06608-0277",42.6781739,-113.4006122,"10","Year2007",42146.04963,2.33,0.185,0.451,117,8,268,1278.65,29.8,2.6,16.4,2
"2765","NLA06608-0279",44.19244227,-93.8978566,"8","Year2007",12.17738529,18.8,0.005,4.6,239,6.8,752,300.84,3.8,14.3,60.3,3.2
"2766","NLA06608-0279",44.19518716,-93.9005398,"8","Year2012",12.59535782,15.72,0,2.894,159,6.8,752,300.84,3.736782,13.968276,60.995999,3.286653
"2767","NLA06608-0280",32.08995916,-95.89431333,"8","Year2012",1.104694464,10.02,0.002,0.805,35,18.8,1021,116.46,34.690554,12.703583,19.381107,2.850163
"2768","NLA06608-0280",32.08989492,-95.89426355,"8","Year2007",1.096765014,15.41,0.005,1.229,81,18.8,1021,116.46,35.9,12.9,18.3,2.9
"2769","NLA06608-0281",35.49457482,-80.57559837,"8","Year2007",48.64835025,5.36,0.005,0.639,44,15.2,1144,196.08,40.6,0.4,16.3,33.2
"2770","NLA06608-0283",32.51233098,-87.85257456,"8","Year2007",39867.00272,2.39,0.073,0.381,33,17.4,1394,22.28,50.8,9.9,20.8,6.6
"2771","NLA06608-0283",32.51586852,-87.86108477,"8","Year2012",39858.51147,2.68,0.08,0.344,37,17.4,1394,22.28,51.067996,10.026597,20.082095,6.676138
"2772","NLA06608-0284",34.9138437,-98.73027981,"9","Year2007",34.84732101,4.37,0.005,0.865,79,15.6,692,466.76,10.5,0,25.8,3.7
"2773","NLA06608-0285",38.55948746,-75.56227311,"8","Year2007",206.83066,3.67,2.827,4.222,138,13.1,1110,1.55,37,2.1,56.7,2.5
"2774","NLA06608-0285",38.55949766,-75.56233222,"8","Year2012",188.5530017,3.98,1.04,2.73,182,13.1,1110,1.55,18.162683,22.896063,48.951373,5.435011
"2775","NLA06608-0286",46.15225085,-88.82970363,"5","Year2007",5.799764317,4.46,0.005,0.413,5,4,805,497.39,73.6,15.4,0,1.2
"2776","NLA06608-0286",46.1517719,-88.83001694,"5","Year2012",2.4471,3.85,0.002,0.389,8,4,805,497.39,71.974991,4.486943,0,1.02979
"2777","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2778","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2779","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2780","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2781","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2782","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2783","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2784","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2785","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2786","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2787","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2788","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2789","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2790","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2791","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2792","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2793","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2794","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.286,1.316,573,5.9,459,1485,59.6,1.7,5.3,0
"2795","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2796","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2797","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2798","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2799","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2800","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.54,0.005,0.273,178,5.9,459,1485,59.6,1.7,5.3,0
"2801","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2802","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2803","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2804","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2805","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2806","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2807","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2808","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2809","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2810","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2811","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2812","NLA06608-0290",42.19565154,-120.5256858,"6","Year2007",32.58240817,5.94,0.27,1.231,629,5.9,459,1485,59.6,1.7,5.3,0
"2813","NLA06608-0291",43.81382063,-88.99784821,"8","Year2007",270.4511469,4.33,0.005,0.553,13,7.2,797,242.59,8.5,4.8,65.7,7
"2814","NLA06608-0293",41.38426053,-73.50316356,"8","Year2007",5.871827821,4.31,0.005,0.759,30,9.4,1198,136.47,40.9,2.6,5.5,46.2
"2815","NLA06608-0294",44.95223074,-72.11517323,"5","Year2007",4.5634217,2.33,0.223,0.343,1,4.5,1086,312.01,34.1,2.5,33.6,8.3
"2816","NLA06608-0295",45.18747233,-97.63176411,"9","Year2007",29.17196164,17.18,0.259,2.026,242,6,528,532.26,0.1,10.8,38,3.4
"2817","NLA06608-0295",45.18757228,-97.63194667,"9","Year2012",0.8577,13.77,0,1.329,119,6,528,532.26,0,0.209864,31.899265,0
"2818","NLA06608-0297",33.84097049,-81.67207159,"8","Year2007",0.707771907,5.83,0.005,0.587,31,16.4,1223,186.93,10.4,2.7,48,24.9
"2819","NLA06608-0299",41.45660059,-85.2449775,"8","Year2007",10.36784023,8.07,0.169,0.915,18,9,927,304.03,4,16.9,36.5,33.4
"2820","NLA06608-0302",45.91703876,-97.02426153,"9","Year2007",0.426794489,38.4,0.005,6.934,1871,6,520,355.11,3.7,0,44.5,6
"2821","NLA06608-0303",41.08805669,-82.72837965,"8","Year2007",34.71130308,6.45,0.349,1.523,79,9.5,926,249.78,18.3,0,50.7,26.9
"2822","NLA06608-0303",41.08846075,-82.7290152,"8","Year2012",35.53893804,6.19,0.01,1.226,88,9.5,926,249.78,18.892912,0.063306,50.305132,26.416145
"2823","NLA06608-0306",43.41788272,-119.4133477,"10","Year2007",1214.918296,9.64,0.195,1.525,271,7.6,258,1268.55,29.2,0.2,4.5,0.9
"2824","NLA06608-0306",43.41399799,-119.4104723,"10","Year2012",1298.671365,7.13,0.326,1.199,452,7.6,258,1268.55,28.315041,0.267298,4.186461,0.75255
"2825","NLA06608-0312",38.81717464,-95.54639054,"9","Year2007",8.355724092,5.83,0.005,0.355,35,12.5,923,320.12,10.7,0.3,43.9,8.6
"2826","NLA06608-0313",34.88602671,-79.6893777,"8","Year2007",19.58418289,5.03,0.005,0.279,24,16.1,1190,85.14,32.9,8.2,5.1,27.8
"2827","NLA06608-0318",47.46148555,-92.43469487,"5","Year2007",4.122114999,8.57,0.005,0.847,43,3.1,703,430.53,51.9,9.5,5.6,6.5
"2828","NLA06608-0319",34.72229815,-83.11204858,"8","Year2007",30.7707151,2.08,0.026,0.251,16,14.9,1527,265.78,71.9,0.1,13.4,4.6
"2829","NLA06608-0324",36.94402045,-82.20326629,"8","Year2012",19.5719107,2.46,0.003,0.179,19,11.9,1145,469.85,70.490823,0,11.040066,4.98183
"2830","NLA06608-0324",36.94420902,-82.20271516,"8","Year2007",19.35790253,2.72,0.005,0.248,21,11.9,1145,469.85,69.8,0,12.1,4.9
"2831","NLA06608-0325",28.56369452,-81.43794893,"8","Year2007",1.995491514,12.48,0.005,0.814,50,21.9,1256,26.24,1.5,10.5,0,63.5
"2832","NLA06608-0326",41.35719487,-72.04012641,"8","Year2007",39.63486572,3.38,0.005,0.225,5,9.8,1224,6.71,58,8.5,2.8,21.7
"2833","NLA06608-0327",31.70540961,-91.3744959,"8","Year2012",25.2738,3.96,0,1.041,124,18.6,1461,16.5,28.163949,21.604587,44.437718,2.660067
"2834","NLA06608-0327",31.70540961,-91.3744959,"8","Year2012",25.2738,4.86,0,1.019,153,18.6,1461,16.5,28.163949,21.604587,44.437718,2.660067
"2835","NLA06608-0327",31.70973689,-91.37124941,"8","Year2007",18.40153483,3.48,0.005,0.281,13,18.6,1461,16.5,30.4,27.2,33.8,3.6
"2836","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2837","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2838","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2839","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2840","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2841","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2842","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2843","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2844","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2845","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2846","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2847","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2848","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2849","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2850","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2851","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2852","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2853","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.02,0,1.12,75,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2854","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2855","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2856","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2857","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2858","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2859","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,9.65,0.005,1.093,82,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2860","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2861","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2862","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2863","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2864","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2865","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2866","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2867","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2868","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2869","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2870","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2871","NLA06608-0328",32.515555,-93.87023429,"8","Year2007",656.1578102,8.96,0.005,1.078,73,18.1,1214,51.51,54.9,13.2,4.7,11.4
"2872","NLA06608-0330",45.06291593,-83.45698555,"5","Year2007",3244.181703,4.37,0.005,0.289,13,6.2,727,182.12,42.7,29,8.8,6
"2873","NLA06608-0332",35.75411523,-94.91494418,"8","Year2012",4141.359708,2.4,0.08,0.62,5,15.4,1137,182.13,43.027438,0.565031,42.063559,8.886964
"2874","NLA06608-0332",35.64054377,-94.96969524,"8","Year2007",4138.381602,2.16,0.005,0.26,11,15.6,1149,182.13,42.9,0.6,42.2,8.9
"2875","NLA06608-0333",40.62803319,-74.85056841,"8","Year2007",12.69343502,3.03,0.005,0.282,15,10.3,1208,115.69,26.6,2.6,2.5,0.2
"2876","NLA06608-0334",48.327049,-100.7569373,"9","Year2012",602.9101234,17.89,0.011,1.615,89,4.4,428,450.56,0.333634,4.92987,65.729009,4.937782
"2877","NLA06608-0334",48.31405586,-100.758717,"9","Year2007",600.7554544,17.18,0.005,1.834,142,4.4,428,450.56,0.2,4.9,66.8,5
"2878","NLA06608-0337",48.39382391,-122.6562431,"7","Year2007",4.655307054,14.08,0.005,0.586,23,9.8,654,2.65,48.7,10.5,17.8,10.2
"2879","NLA06608-0339",46.11443869,-99.42452982,"9","Year2007",26.44520426,17.45,0.213,1.659,376,4.7,450,596.04,0.1,0.4,23.6,2.9
"2880","NLA06608-0340",35.69079767,-105.8760128,"6","Year2007",59.32999991,6.5,0.005,0.333,23,8.3,435,2280.73,94.9,0,0,0
"2881","NLA06608-0341",43.20849339,-75.93516194,"8","Year2007",3523.602734,3.24,0.073,0.333,23,7.8,1109,112.31,42,9.5,23.1,5.6
"2882","NLA06608-0343",44.87790723,-96.63402874,"9","Year2012",22.5135,13.46,0.005,1.891,67,6.4,601,530.52,0.527683,7.047771,16.25025,4.221467
"2883","NLA06608-0343",44.87173399,-96.63532038,"9","Year2007",22.60840937,16.95,0.031,2.606,117,6.4,601,530.52,0.6,7.1,15.5,4.5
"2884","NLA06608-0344",40.96440578,-96.87657153,"9","Year2007",215.0066462,7.1,0.005,0.848,53,10.4,733,390.54,7.7,0.1,32.1,3.4
"2885","NLA06608-0345",36.6584792,-79.84411222,"8","Year2007",2.892162477,3.72,0.005,0.511,22,13.4,1172,213.8,47.6,0,0.4,47.9
"2886","NLA06608-0350",45.7646886,-90.6606696,"5","Year2007",28.42734277,14.52,0.005,0.902,18,4.4,821,442.81,35.9,51.7,0.1,1
"2887","NLA06608-0350",45.76452987,-90.66040551,"5","Year2012",24.91497658,18,NA,0.68,24,4.4,821,442.81,36.594792,55.513418,0,0.859609
