"","siteid","lat","long","ecoreg","era","area","doc","no3","tn","tp","temp","precip","elev","forest","wetland","urban","ag","roads"
"2805","OWW04440-0231",45.525376,-90.708782,"5","Year2004",15.13,9.82,0.0158746,0.625,185,4.6,823,414,49.36,13.44,0.96,35.45,0.98
"2806","OWW04440-0231",45.52534357,-90.70892637,"5","Year2008",17.33069992,12.59,0.07651,0.925,252.6938,4.6,823,437.394,55.139,23.181,3.323,17.802,1.053
"2807","OWW04440-0231",45.52534357,-90.70892637,"5","Year2008",17.33069992,12.59,0.07651,0.925,252.6938,4.6,823,437.394,55.139,23.181,3.323,17.802,1.053
"2808","OWW04440-0233",30.951593,-90.689792,"8","Year2004",187.72,2.77,0.0938469,0.576,74,18.6,1641,69,66.17,3.44,0.04,29.33,0.95
"2809","OWW04440-0234",38.82028,-80.188866,"8","Year2004",12.56,0.87,0.070035,0.263,3,9.5,1421,583,98.18,0.02,0.0072,0.73,0.82
"2810","OWW04440-0238",35.857944,-83.551139,"8","Year2004",38.49,2.35,0.1064532,0.471,49,13.6,1209,277,71.55,0,1.88,26.46,3.36
"2811","OWW04440-0240",39.640823,-85.569372,"8","Year2004",140.11,2.33,0.6942803,2.292,31,10.8,1050,278,2.43,0.79,0.2,96.56,1.37
"2812","OWW04440-0242",39.926575,-76.089709,"8","Year2004",10.1,2.88,3.4989486,11.338,112,10.9,1113,185,2.54,2.05,0.38,95.01,1.54
"2813","OWW04440-0243",37.408288,-93.188183,"8","Year2004",57.14,2.72,0.032683,0.394,28,13,1082,329,33.37,0.23,2.63,61.79,2.09
"2814","OWW04440-0248",41.970974,-85.301598,"8","Year2004",28.66,2.04,0.4122727,1.488,13,8.8,902,256,17.79,2.27,0.09,79.82,1.24
"2815","OWW04440-0250",41.123445,-83.095508,"8","Year2004",6.47,5.05,0.210105,1.591,304,9.7,913,238,4.18,0.38,0.4,95.02,1.31
"2816","OWW04440-0252",37.525431,-89.187781,"8","Year2004",4.88,3.36,0.1386693,0.745,69,13.1,1176,141,51.38,0.16,1.19,45.63,2.14
"2817","OWW04440-0252",37.525431,-89.187781,"8","Year2004",4.88,3.36,0.1386693,0.745,69,13.1,1176,141,51.38,0.16,1.19,45.63,2.14
"2818","OWW04440-0252",37.52548104,-89.18786253,"8","Year2008",4.763740063,3.04,0.07174,0.373,44.5663,13.1,1176,181.909,65.695,0,9.428,24.082,1.881
"2819","OWW04440-0252",37.52548104,-89.18786253,"8","Year2008",4.763740063,3.04,0.07174,0.373,44.5663,13.1,1176,181.909,65.695,0,9.428,24.082,1.881
"2820","OWW04440-0255",42.605198,-73.480326,"5","Year2004",24.2,8.84,0.0177422,0.383,15,6.9,1099,379,91.69,6.77,0.68,0.84,0.87
"2821","OWW04440-0255",42.605198,-73.480326,"5","Year2004",24.2,8.84,0.0177422,0.383,15,6.9,1099,379,91.69,6.77,0.68,0.84,0.87
"2822","OWW04440-0255",42.60527812,-73.47988246,"5","Year2008",24.19029999,8.48,0.03453,0.371,13.8819,6.9,1099,485.469,90.2,0.859,2.027,2.84,0.82
"2823","OWW04440-0255",42.60527812,-73.47988246,"5","Year2008",24.19029999,8.48,0.03453,0.371,13.8819,6.9,1099,485.469,90.2,0.859,2.027,2.84,0.82
"2824","OWW04440-0256",39.004168,-83.844308,"8","Year2004",189.45,5.12,0.2577288,1.348,144,11.3,1090,276,15.22,0.06,0.97,83.73,1.41
"2825","OWW04440-0257",42.622145,-103.715891,"9","Year2004",113.96,1.58,0.3151575,1.114,16,7.2,401,1328,0.02,0,0.3,0.35,0.82
"2826","OWW04440-0257",42.622145,-103.715891,"9","Year2004",113.96,1.58,0.3151575,1.114,16,7.2,401,1328,0.02,0,0.3,0.35,0.82
"2827","OWW04440-0257",42.622145,-103.715891,"9","Year2004",113.96,1.58,0.3151575,1.114,16,7.2,401,1328,0.02,0,0.3,0.35,0.82
"2828","OWW04440-0257",42.62211054,-103.7163788,"9","Year2008",114.9720001,0.96,0.78723,1.054,39.6456,7.2,401,1437.93,0.249,0.055,0.925,0.543,0.296
"2829","OWW04440-0257",42.62211054,-103.7163788,"9","Year2008",114.9720001,0.96,0.78723,1.054,39.6456,7.2,401,1437.93,0.249,0.055,0.925,0.543,0.296
"2830","OWW04440-0257",42.62211054,-103.7163788,"9","Year2008",114.9720001,0.96,0.78723,1.054,39.6456,7.2,401,1437.93,0.249,0.055,0.925,0.543,0.296
"2831","OWW04440-0257",42.62211054,-103.7163788,"9","Year2008",114.9720001,1.11,1.0137,1.243,122.0938,7.2,401,NA,NA,NA,NA,NA,NA
"2832","OWW04440-0257",42.62211054,-103.7163788,"9","Year2008",114.9720001,1.11,1.0137,1.243,122.0938,7.2,401,NA,NA,NA,NA,NA,NA
"2833","OWW04440-0257",42.62211054,-103.7163788,"9","Year2008",114.9720001,1.11,1.0137,1.243,122.0938,7.2,401,NA,NA,NA,NA,NA,NA
"2834","OWW04440-0258",43.696314,-74.854973,"5","Year2004",13.63,12.4,0.0079373,0.643,16,4.4,1266,525,86.6,11.63,0,0.08,0
"2835","OWW04440-0262",40.75634086,-80.21871844,"8","Year2008",108.1760025,5,18.77897,19.4,567.8688,9.8,959,343.315,40.979,0.136,42.055,15.947,5.039
"2836","OWW04440-0262",40.75634086,-80.21871844,"8","Year2008",108.1760025,5,18.77897,19.4,567.8688,9.8,959,343.315,40.979,0.136,42.055,15.947,5.039
"2837","OWW04440-0262",40.756275,-80.218935,"8","Year2004",108.27,3.23,1.9917954,6.288,155,9.8,959,279,51.92,0,15.01,32.65,4.35
"2838","OWW04440-0262",40.756275,-80.218935,"8","Year2004",108.27,3.23,1.9917954,6.288,155,9.8,959,279,51.92,0,15.01,32.65,4.35
"2839","OWW04440-0263",47.941305,-94.533299,"5","Year2004",127.26,11.71,0,0.638,45,3.3,625,380,46.01,33.99,1.18,18.02,0.63
"2840","OWW04440-0263",47.941305,-94.533299,"5","Year2004",127.26,11.71,0,0.638,45,3.3,625,380,46.01,33.99,1.18,18.02,0.63
"2841","OWW04440-0263",47.94126345,-94.5335395,"5","Year2008",130.4819946,5.99,0,0.485,100.955,3.3,625,422.746,53.352,26.461,2.783,12.675,0.713
"2842","OWW04440-0263",47.94126345,-94.5335395,"5","Year2008",130.4819946,5.99,0,0.485,100.955,3.3,625,422.746,53.352,26.461,2.783,12.675,0.713
"2843","OWW04440-0266",39.578187,-76.057909,"8","Year2004",9.19,2.23,0.5224611,1.686,7,12,1115,39,63.91,0.57,3.29,28.19,4.26
"2844","OWW04440-0267",38.986653,-94.171869,"9","Year2004",191.14,3.86,0.1111222,0.609,74,12.1,1000,238,27.83,1.39,1.19,65.84,1.99
"2845","OWW04440-0271",38.269946,-75.276994,"8","Year2004",0.51,18.54,0.0144739,0.624,23,13.3,1093,9,86.94,12.87,0,0.17,0.06
"2846","OWW04440-0271",38.269946,-75.276994,"8","Year2004",0.51,18.54,0.0144739,0.624,23,13.3,1093,9,86.94,12.87,0,0.17,0.06
"2847","OWW04440-0271",38.27006247,-75.27663014,"8","Year2008",1.346400023,33.59,0.04078,1.161,57.52,13.3,1093,9.206,5.214,87.032,2.072,5.682,0.121
"2848","OWW04440-0271",38.27006247,-75.27663014,"8","Year2008",1.346400023,33.59,0.04078,1.161,57.52,13.3,1093,9.206,5.214,87.032,2.072,5.682,0.121
"2849","OWW04440-0274",44.117643,-84.946862,"5","Year2004",70.83,4.21,0.0415541,0.32,3,6.4,778,323,73.05,17.46,0,5.68,1.6
"2850","OWW04440-0275",41.887055,-97.703132,"9","Year2004",53.07,12.64,0.8026011,5.781,1424,8.9,664,524,0.02,0.01,0.6,97.15,1.32
"2851","OWW04440-0277",33.668361,-96.014601,"8","Year2004",701.79,8.33,0.0387527,0.898,252,16.9,1098,149,20.71,2.66,1.89,73.91,1.57
"2852","OWW04440-0282",39.63169242,-81.1929117,"8","Year2008",90.02909851,1.98,0.02908,0.265,15.5038,10.8,1047,307.277,75.517,0,6.443,16.276,1.737
"2853","OWW04440-0282",39.63169242,-81.1929117,"8","Year2008",90.02909851,1.98,0.02908,0.265,15.5038,10.8,1047,307.277,75.517,0,6.443,16.276,1.737
"2854","OWW04440-0282",39.63169242,-81.1929117,"8","Year2008",90.02909851,1.98,0.02908,0.265,15.5038,10.8,1047,307.277,75.517,0,6.443,16.276,1.737
"2855","OWW04440-0282",39.63169242,-81.1929117,"8","Year2008",90.02909851,2.73,0.00839,0.189,24.8875,10.8,1047,NA,NA,NA,NA,NA,NA
"2856","OWW04440-0282",39.63169242,-81.1929117,"8","Year2008",90.02909851,2.73,0.00839,0.189,24.8875,10.8,1047,NA,NA,NA,NA,NA,NA
"2857","OWW04440-0282",39.63169242,-81.1929117,"8","Year2008",90.02909851,2.73,0.00839,0.189,24.8875,10.8,1047,NA,NA,NA,NA,NA,NA
"2858","OWW04440-0282",39.631619,-81.193078,"8","Year2004",90.3,1.97,0.0592963,0.295,6,10.8,1047,222,73.9,0.004,0.08,25.98,1.66
"2859","OWW04440-0282",39.631619,-81.193078,"8","Year2004",90.3,1.97,0.0592963,0.295,6,10.8,1047,222,73.9,0.004,0.08,25.98,1.66
"2860","OWW04440-0282",39.631619,-81.193078,"8","Year2004",90.3,1.97,0.0592963,0.295,6,10.8,1047,222,73.9,0.004,0.08,25.98,1.66
"2861","OWW04440-0283",47.698854,-91.005535,"5","Year2004",42.02,11.98,0.0037352,0.518,8,3.1,742,506,83.54,15.83,0,0.36,0.52
"2862","OWW04440-0283",47.698854,-91.005535,"5","Year2004",42.02,11.98,0.0037352,0.518,8,3.1,742,506,83.54,15.83,0,0.36,0.52
"2863","OWW04440-0283",47.69875318,-91.00567563,"5","Year2008",48.70470047,35.74,0.10914,1.036,37.1763,3.1,742,537.814,62.056,18.108,1.386,0,0.61
"2864","OWW04440-0283",47.69875318,-91.00567563,"5","Year2008",48.70470047,35.74,0.10914,1.036,37.1763,3.1,742,537.814,62.056,18.108,1.386,0,0.61
"2865","OWW04440-0286",36.386548,-86.621344,"8","Year2004",43.56,1.49,0.1227947,0.462,11,14,1270,162,80.18,0.15,2.19,17.46,1.9
"2866","OWW04440-0290",41.846487,-80.604592,"8","Year2004",48.74,5.02,0.3730531,1.469,16,8.9,1025,256,44.38,17.18,0.33,38.05,1.51
"2867","OWW04440-0291",37.47701976,-98.36534065,"9","Year2008",141.5140076,2.22,3.36978,3.963,138.0413,13.4,705,543.304,0.85,0.467,3.405,53.398,1.152
"2868","OWW04440-0291",37.47701976,-98.36534065,"9","Year2008",141.5140076,2.22,3.36978,3.963,138.0413,13.4,705,543.304,0.85,0.467,3.405,53.398,1.152
"2869","OWW04440-0291",37.477001,-98.364988,"9","Year2004",141.09,1.74,1.531432,4.8,34,13.4,705,497,0.22,0.66,0.0096,58.53,1.26
"2870","OWW04440-0291",37.477001,-98.364988,"9","Year2004",141.09,1.74,1.531432,4.8,34,13.4,705,497,0.22,0.66,0.0096,58.53,1.26
"2871","OWW04440-0292",35.970151,-83.209699,"8","Year2004",30.03,1,0.1269968,0.393,5,13.1,1201,318,83.64,0,5.84,10.5,2.79
"2872","OWW04440-0293",35.400951,-93.129851,"8","Year2004",48.15,1.6,0.0303485,0.718,232,15.2,1201,119,53.13,0.58,0.77,43.1,1.56
"2873","OWW04440-0294",39.048706,-77.214123,"8","Year2004",23.31,2.53,0.4958478,1.714,23,12.3,1021,78,30.52,1.13,41.35,26.67,9.6
"2874","OWW04440-0295",44.50267396,-92.91802676,"8","Year2008",236.8710022,1.59,2.12968,2.299,26.229,7,772,335.222,21.236,0.851,6.535,61.414,1.627
"2875","OWW04440-0295",44.50267396,-92.91802676,"8","Year2008",236.8710022,1.59,2.12968,2.299,26.229,7,772,335.222,21.236,0.851,6.535,61.414,1.627
"2876","OWW04440-0295",44.50267396,-92.91802676,"8","Year2008",236.8710022,1.59,2.12968,2.299,26.229,7,772,335.222,21.236,0.851,6.535,61.414,1.627
"2877","OWW04440-0295",44.50267396,-92.91802676,"8","Year2008",236.8710022,1.95,2.33254,2.545,85.7356,7,772,NA,NA,NA,NA,NA,NA
"2878","OWW04440-0295",44.50267396,-92.91802676,"8","Year2008",236.8710022,1.95,2.33254,2.545,85.7356,7,772,NA,NA,NA,NA,NA,NA
"2879","OWW04440-0295",44.50267396,-92.91802676,"8","Year2008",236.8710022,1.95,2.33254,2.545,85.7356,7,772,NA,NA,NA,NA,NA,NA
"2880","OWW04440-0295",44.502707,-92.91782,"8","Year2004",237.16,1.91,0.966483,3.213,17,7,772,248,15.77,0.91,0.65,82.39,1.39
"2881","OWW04440-0295",44.502707,-92.91782,"8","Year2004",237.16,1.91,0.966483,3.213,17,7,772,248,15.77,0.91,0.65,82.39,1.39
"2882","OWW04440-0295",44.502707,-92.91782,"8","Year2004",237.16,1.91,0.966483,3.213,17,7,772,248,15.77,0.91,0.65,82.39,1.39
"2883","OWW04440-0296",38.781476,-92.529991,"8","Year2004",19.42,2.25,0.1685509,0.681,165,12.7,996,201,25.43,0.56,0.01,68.57,1.03
"2884","OWW04440-0298",41.75609,-77.131904,"8","Year2004",28.35,2.78,0.1199933,0.516,21,7.4,830,403,55.06,0.01,0.05,44.82,1.08
"2885","OWW04440-0298",41.75609,-77.131904,"8","Year2004",28.35,2.78,0.1199933,0.516,21,7.4,830,403,55.06,0.01,0.05,44.82,1.08
"2886","OWW04440-0298",41.7561636,-77.13159564,"8","Year2008",28.42420006,2.28,0.03087,0.172,34.91,7.4,830,545.148,60.963,0.161,2.501,35.561,1.36
"2887","OWW04440-0298",41.7561636,-77.13159564,"8","Year2008",28.42420006,2.28,0.03087,0.172,34.91,7.4,830,545.148,60.963,0.161,2.501,35.561,1.36
"2888","OWW04440-0305",30.06656,-91.897691,"9","Year2004",0.25,7.66,0.0219443,1.372,305,19.7,1504,5,1.77,0,1.06,97.16,1.28
"2889","OWW04440-0311",46.3712942,-92.60617936,"5","Year2008",99.75080109,16.39,0.0267,0.559,49.8738,4.2,757,361.391,39.432,46.881,2.724,4.511,0.866
"2890","OWW04440-0311",46.3712942,-92.60617936,"5","Year2008",99.75080109,16.39,0.0267,0.559,49.8738,4.2,757,361.391,39.432,46.881,2.724,4.511,0.866
"2891","OWW04440-0311",46.371349,-92.605983,"5","Year2004",92.58,25.21,0.0102718,0.913,32,4.2,757,340,49.36,39.87,0.3,10.06,0.78
"2892","OWW04440-0311",46.371349,-92.605983,"5","Year2004",92.58,25.21,0.0102718,0.913,32,4.2,757,340,49.36,39.87,0.3,10.06,0.78
"2893","OWW04440-0312",41.4079,-90.378346,"8","Year2004",17.48,2.61,3.3649483,11.069,375,9.8,911,198,6.65,0.01,6.65,86.65,2.27
"2894","OWW04440-0313",36.074086,-91.735771,"8","Year2004",155.34,1.39,0.0359513,0.154,2,14.4,1183,167,61.63,0,0.1,35.83,1.1
"2895","OWW04440-0319",42.664532,-77.918493,"8","Year2004",0.37,9.09,0.0079373,0.899,119,7.4,874,361,44.25,0,0,55.91,1.31
"2896","OWW04440-0320",38.608127,-82.711039,"8","Year2004",5.06,1.92,0.1526763,0.67,5,12.1,1065,188,89.41,0.24,0.39,8.16,2.23
"2897","OWW04440-0323",35.046785,-98.307921,"9","Year2004",9283.98,3.71,0,0.633,153,15.9,774,361,1.35,0.06,0.36,43.3,1.24
"2898","OWW04440-0323",35.046785,-98.307921,"9","Year2004",9283.98,3.71,0,0.633,153,15.9,774,361,1.35,0.06,0.36,43.3,1.24
"2899","OWW04440-0323",35.046785,-98.307921,"9","Year2004",9283.98,3.71,0,0.633,153,15.9,774,361,1.35,0.06,0.36,43.3,1.24
"2900","OWW04440-0323",35.04684704,-98.30825208,"9","Year2008",9443.769531,3.53,0,1.058,154.84,15.9,774,560.155,2.047,0.038,4.109,31.021,1.127
"2901","OWW04440-0323",35.04684704,-98.30825208,"9","Year2008",9443.769531,3.53,0,1.058,154.84,15.9,774,560.155,2.047,0.038,4.109,31.021,1.127
"2902","OWW04440-0323",35.04684704,-98.30825208,"9","Year2008",9443.769531,3.53,0,1.058,154.84,15.9,774,560.155,2.047,0.038,4.109,31.021,1.127
"2903","OWW04440-0323",35.04684704,-98.30825208,"9","Year2008",9443.769531,3.76,0,0.874,131.8913,15.9,774,NA,NA,NA,NA,NA,NA
"2904","OWW04440-0323",35.04684704,-98.30825208,"9","Year2008",9443.769531,3.76,0,0.874,131.8913,15.9,774,NA,NA,NA,NA,NA,NA
"2905","OWW04440-0323",35.04684704,-98.30825208,"9","Year2008",9443.769531,3.76,0,0.874,131.8913,15.9,774,NA,NA,NA,NA,NA,NA
"2906","OWW04440-0324",36.11175,-81.510429,"8","Year2004",2.86,1.05,0.0196098,0.071,23,12.1,1340,412,97.42,0.18,0,2.38,1.24
"2907","OWW04440-0324",36.11175,-81.510429,"8","Year2004",2.86,1.05,0.0196098,0.071,23,12.1,1340,412,97.42,0.18,0,2.38,1.24
"2908","OWW04440-0324",36.11175,-81.510429,"8","Year2004",2.86,1.05,0.0196098,0.071,23,12.1,1340,412,97.42,0.18,0,2.38,1.24
"2909","OWW04440-0324",36.1118797,-81.51025083,"8","Year2008",2.736900091,1.11,0.02925,0.111,37.6219,12.1,1340,490.978,90.627,0.197,4.209,1.217,1.685
"2910","OWW04440-0324",36.1118797,-81.51025083,"8","Year2008",2.736900091,1.11,0.02925,0.111,37.6219,12.1,1340,490.978,90.627,0.197,4.209,1.217,1.685
"2911","OWW04440-0324",36.1118797,-81.51025083,"8","Year2008",2.736900091,1.11,0.02925,0.111,37.6219,12.1,1340,490.978,90.627,0.197,4.209,1.217,1.685
"2912","OWW04440-0324",36.1118797,-81.51025083,"8","Year2008",2.736900091,1.09,0.03611,0.161,72.1025,12.1,1340,NA,NA,NA,NA,NA,NA
"2913","OWW04440-0324",36.1118797,-81.51025083,"8","Year2008",2.736900091,1.09,0.03611,0.161,72.1025,12.1,1340,NA,NA,NA,NA,NA,NA
"2914","OWW04440-0324",36.1118797,-81.51025083,"8","Year2008",2.736900091,1.09,0.03611,0.161,72.1025,12.1,1340,NA,NA,NA,NA,NA,NA
"2915","OWW04440-0325",35.971416,-92.857015,"8","Year2004",1914.3,1.1,0,0.109,4,14.2,1176,194,89.94,0.28,0.1,9.04,0.86
"2916","OWW04440-0326",39.36572,-77.081795,"8","Year2004",19.04,2.13,0.9692844,3.231,292,11.3,1073,172,28.76,1.88,7.33,62,4.04
"2917","OWW04440-0327",44.965978,-94.671165,"9","Year2004",69.37,10.94,0.2217775,1.861,161,6.4,698,332,2.29,6.28,0,91.41,1.46
"2918","OWW04440-0328",37.82916138,-86.30515689,"8","Year2008",238.8029938,1.38,1.526,1.646,64.59,12.9,1227,219.271,52.353,0,3.384,38.725,1.214
"2919","OWW04440-0328",37.82916138,-86.30515689,"8","Year2008",238.8029938,1.38,1.526,1.646,64.59,12.9,1227,219.271,52.353,0,3.384,38.725,1.214
"2920","OWW04440-0328",37.829098,-86.305183,"8","Year2004",239.67,1.99,0.3669834,1.449,45,12.9,1227,161,52.4,0.0045,0.25,47.33,1.18
"2921","OWW04440-0328",37.829098,-86.305183,"8","Year2004",239.67,1.99,0.3669834,1.449,45,12.9,1227,161,52.4,0.0045,0.25,47.33,1.18
"2922","OWW04440-0330",41.86286449,-75.51340633,"8","Year2008",13.20110035,1.82,0.1709,0.476,52.27,7,1082,NA,NA,NA,NA,NA,NA
"2923","OWW04440-0330",41.86286449,-75.51340633,"8","Year2008",13.20110035,1.82,0.1709,0.476,52.27,7,1082,NA,NA,NA,NA,NA,NA
"2924","OWW04440-0330",41.86286449,-75.51340633,"8","Year2008",13.20110035,1.82,0.1709,0.476,52.27,7,1082,NA,NA,NA,NA,NA,NA
"2925","OWW04440-0330",41.86286449,-75.51340633,"8","Year2008",13.20110035,2.62,0.18741,0.503,31.1588,7,1082,589.047,77.39,1.153,5.265,11.513,2.47
"2926","OWW04440-0330",41.86286449,-75.51340633,"8","Year2008",13.20110035,2.62,0.18741,0.503,31.1588,7,1082,589.047,77.39,1.153,5.265,11.513,2.47
"2927","OWW04440-0330",41.86286449,-75.51340633,"8","Year2008",13.20110035,2.62,0.18741,0.503,31.1588,7,1082,589.047,77.39,1.153,5.265,11.513,2.47
"2928","OWW04440-0330",41.862782,-75.51378,"8","Year2004",12.95,3.74,0.0443555,0.366,15,7,1082,493,79.74,0.59,0.63,19.02,1.96
"2929","OWW04440-0330",41.862782,-75.51378,"8","Year2004",12.95,3.74,0.0443555,0.366,15,7,1082,493,79.74,0.59,0.63,19.02,1.96
"2930","OWW04440-0330",41.862782,-75.51378,"8","Year2004",12.95,3.74,0.0443555,0.366,15,7,1082,493,79.74,0.59,0.63,19.02,1.96
"2931","OWW04440-0333",36.492676,-106.007372,"6","Year2004",358.45,4.62,0,0.277,46,7.4,349,2189,60.19,0,0,0.05,0.82
"2932","OWW04440-0334",35.439809,-88.321961,"8","Year2004",4.07,3.59,0.0051359,0.244,17,15,1383,128,57.25,0,0,42.68,0.79
"2933","OWW04440-0336",43.584689,-91.015606,"8","Year2004",55.6,2.85,1.1238283,3.98,71,7.2,808,255,17.57,0.15,4.6,77.54,1.79
"2934","OWW04440-0337",31.738483,-89.009124,"8","Year2004",99.6,7.56,0.0387527,0.506,19,17.9,1470,70,73.17,8.41,0.23,11.82,1.17
"2935","OWW04440-0338",42.155268,-73.570181,"5","Year2004",3.38,2.04,0.2199099,0.83,25,8,1100,214,78.76,0,1,20.22,1.1
"2936","OWW04440-0340",35.87615762,-80.35988698,"8","Year2008",5.468160152,1.59,1.91298,2.059,101.3513,14.7,1137,240.665,30.14,0,7.178,54.321,2.299
"2937","OWW04440-0340",35.87615762,-80.35988698,"8","Year2008",5.468160152,1.59,1.91298,2.059,101.3513,14.7,1137,240.665,30.14,0,7.178,54.321,2.299
"2938","OWW04440-0340",35.87602,-80.360111,"8","Year2004",5.38,1.2,0.4010671,1.303,110,14.7,1137,216,31.31,0.06,4.89,63.71,1.73
"2939","OWW04440-0340",35.87602,-80.360111,"8","Year2004",5.38,1.2,0.4010671,1.303,110,14.7,1137,216,31.31,0.06,4.89,63.71,1.73
"2940","OWW04440-0341",34.538495,-94.485097,"8","Year2004",3.79,2.2,0.009338,0.148,25,15.2,1329,309,94.49,0,0,0.02,1.47
"2941","OWW04440-0346",40.734944,-77.239089,"8","Year2004",16.95,1.8,0.2876104,0.94,16,9.6,1074,189,75.37,0.97,0.0053,23.64,1.18
"2942","OWW04440-0349",30.617946,-94.292842,"8","Year2004",120.1,5,0.0350175,0.348,21,19,1371,34,88.26,1.76,0.57,6.85,1.79
"2943","OWW04440-0349",30.617946,-94.292842,"8","Year2004",120.1,5,0.0350175,0.348,21,19,1371,34,88.26,1.76,0.57,6.85,1.79
"2944","OWW04440-0349",30.61815112,-94.293034,"8","Year2008",119.4499969,12.54,0.0547,0.585,34.3244,19,1371,73.545,31.289,28.87,6.052,2.363,0.998
"2945","OWW04440-0349",30.61815112,-94.293034,"8","Year2008",119.4499969,12.54,0.0547,0.585,34.3244,19,1371,73.545,31.289,28.87,6.052,2.363,0.998
"2946","OWW04440-0353",32.023301,-88.688033,"8","Year2004",0.52,2.37,0.0210105,0.221,34,17.6,1452,87,100,0,0,0,0
"2947","OWW04440-0356",37.826218,-82.569544,"8","Year2004",4.89,2.53,0.0476238,0.444,12,12.2,1152,220,99.77,0,0.05,0.05,1.31
"2948","OWW04440-0356",37.826218,-82.569544,"8","Year2004",4.89,2.53,0.0476238,0.444,12,12.2,1152,220,99.77,0,0.05,0.05,1.31
"2949","OWW04440-0356",37.82631322,-82.56941904,"8","Year2008",4.785220146,2.99,0.07784,0.288,19.7063,12.2,1152,298.485,76.194,0,6.168,0.357,2.047
"2950","OWW04440-0356",37.82631322,-82.56941904,"8","Year2008",4.785220146,2.99,0.07784,0.288,19.7063,12.2,1152,298.485,76.194,0,6.168,0.357,2.047
"2951","OWW04440-0358",39.6484796,-77.18088663,"8","Year2008",1.25909996,2.26,1.98315,2.367,30.76,11.3,1029,164.458,14.368,0,4.003,81.63,0.675
"2952","OWW04440-0358",39.6484796,-77.18088663,"8","Year2008",1.25909996,2.26,1.98315,2.367,30.76,11.3,1029,164.458,14.368,0,4.003,81.63,0.675
"2953","OWW04440-0358",39.64838,-77.181181,"8","Year2004",1.24,2.18,0.6840085,2.381,64,11.3,1029,152,10,0,0,89.99,1.41
"2954","OWW04440-0358",39.64838,-77.181181,"8","Year2004",1.24,2.18,0.6840085,2.381,64,11.3,1029,152,10,0,0,89.99,1.41
"2955","OWW04440-0359",44.866727,-88.746507,"8","Year2004",17.06,7.5,0.1942304,0.989,18,5.5,798,274,53.39,29.11,0.03,15.44,0.47
"2956","OWW04440-0360",39.885478,-92.774328,"9","Year2004",23.87,7.59,0.0910455,0.974,62,11.3,1003,254,7.67,3.37,0.74,84.87,1.01
"2957","OWW04440-0361",30.353652,-89.895581,"8","Year2004",3.39,20.02,0.0079373,0.954,49,19.3,1548,6,74.55,16.87,0,8.56,0.29
"2958","OWW04440-0362",38.811566,-79.823474,"8","Year2004",6.01,0.74,0.2353176,0.726,4,8,1330,663,99.95,0,0,0.04,0
"2959","OWW04440-0368",40.44297,-86.444098,"8","Year2004",56.43,3.92,1.1406367,3.75,67,10.2,977,233,1.37,0.55,0.14,97.92,1.44
"2960","OWW04440-0368",40.44297,-86.444098,"8","Year2004",56.43,3.92,1.1406367,3.75,67,10.2,977,233,1.37,0.55,0.14,97.92,1.44
"2961","OWW04440-0368",40.44297,-86.444098,"8","Year2004",56.43,3.92,1.1406367,3.75,67,10.2,977,233,1.37,0.55,0.14,97.92,1.44
"2962","OWW04440-0368",40.44300629,-86.44409555,"8","Year2008",56.46670151,3.85,0.12404,0.609,165.2794,10.2,977,NA,NA,NA,NA,NA,NA
"2963","OWW04440-0368",40.44300629,-86.44409555,"8","Year2008",56.46670151,3.85,0.12404,0.609,165.2794,10.2,977,NA,NA,NA,NA,NA,NA
"2964","OWW04440-0368",40.44300629,-86.44409555,"8","Year2008",56.46670151,3.85,0.12404,0.609,165.2794,10.2,977,NA,NA,NA,NA,NA,NA
"2965","OWW04440-0368",40.44300629,-86.44409555,"8","Year2008",56.46670151,2.47,9.39112,9.538,81.7275,10.2,977,257.232,2.96,0.547,5.188,90.021,1.552
"2966","OWW04440-0368",40.44300629,-86.44409555,"8","Year2008",56.46670151,2.47,9.39112,9.538,81.7275,10.2,977,257.232,2.96,0.547,5.188,90.021,1.552
"2967","OWW04440-0368",40.44300629,-86.44409555,"8","Year2008",56.46670151,2.47,9.39112,9.538,81.7275,10.2,977,257.232,2.96,0.547,5.188,90.021,1.552
"2968","OWW04440-0369",30.126205,-92.406979,"9","Year2004",16.3,6.9,0.042021,1.237,177,19.6,1508,3,0.03,0,0.01,99.73,1.33
"2969","OWW04440-0373",32.055541,-94.962951,"8","Year2004",107.42,8.51,0.0737702,0.603,111,18.2,1143,93,52.8,8.1,1.07,37.77,2.5
"2970","OWW04440-0377",36.11038631,-90.4500669,"8","Year2008",50.61909866,4,0.06665,0.416,92.6525,15.3,1247,110.358,41.012,4.011,5.275,48.782,1.575
"2971","OWW04440-0377",36.11038631,-90.4500669,"8","Year2008",50.61909866,4,0.06665,0.416,92.6525,15.3,1247,110.358,41.012,4.011,5.275,48.782,1.575
"2972","OWW04440-0377",36.11038631,-90.4500669,"8","Year2008",50.61909866,4,0.06665,0.416,92.6525,15.3,1247,110.358,41.012,4.011,5.275,48.782,1.575
"2973","OWW04440-0377",36.11038631,-90.4500669,"8","Year2008",50.61909866,6.18,0.0892,0.684,202.771,15.3,1247,NA,NA,NA,NA,NA,NA
"2974","OWW04440-0377",36.11038631,-90.4500669,"8","Year2008",50.61909866,6.18,0.0892,0.684,202.771,15.3,1247,NA,NA,NA,NA,NA,NA
